"name","date","Season","value"
"CAN",2000-12-11,"Summer",31
"CHI",2000-12-11,"Summer",17
"CHN",2000-12-11,"Summer",79
"CMR",2000-12-11,"Summer",18
"COL",2000-12-11,"Summer",1
"CRC",2000-12-11,"Summer",2
"CRO",2000-12-11,"Summer",10
"CUB",2000-12-11,"Summer",65
"CZE",2000-12-11,"Summer",9
"DEN",2000-12-11,"Summer",25
"ESP",2000-12-11,"Summer",42
"EST",2000-12-11,"Summer",3
"ETH",2000-12-11,"Summer",8
"FIN",2000-12-11,"Summer",5
"FRA",2000-12-11,"Summer",66
"GBR",2000-12-11,"Summer",54
"GEO",2000-12-11,"Summer",6
"GER",2000-12-11,"Summer",118
"GRE",2000-12-11,"Summer",18
"HUN",2000-12-11,"Summer",53
"INA",2000-12-11,"Summer",8
"IND",2000-12-11,"Summer",1
"IRI",2000-12-11,"Summer",4
"IRL",2000-12-11,"Summer",1
"ISL",2000-12-11,"Summer",1
"ISR",2000-12-11,"Summer",1
"ITA",2000-12-11,"Summer",65
"JAM",2000-12-11,"Summer",23
"JPN",2000-12-11,"Summer",44
"KAZ",2000-12-11,"Summer",7
"KEN",2000-12-11,"Summer",7
"KGZ",2000-12-11,"Summer",1
"KOR",2000-12-11,"Summer",73
"KSA",2000-12-11,"Summer",2
"KUW",2000-12-11,"Summer",1
"LAT",2000-12-11,"Summer",3
"LTU",2000-12-11,"Summer",17
"MAR",2000-12-11,"Summer",5
"MDA",2000-12-11,"Summer",2
"MEX",2000-12-11,"Summer",6
"MKD",2000-12-11,"Summer",1
"MOZ",2000-12-11,"Summer",1
"NED",2000-12-11,"Summer",79
"NGR",2000-12-11,"Summer",8
"NOR",2000-12-11,"Summer",43
"NZL",2000-12-11,"Summer",4
"POL",2000-12-11,"Summer",24
"POR",2000-12-11,"Summer",2
"PRK",2000-12-11,"Summer",4
"QAT",2000-12-11,"Summer",1
"ROU",2000-12-11,"Summer",46
"RSA",2000-12-11,"Summer",5
"RUS",2000-12-11,"Summer",187
"SCG",2000-12-11,"Summer",25
"SLO",2000-12-11,"Summer",3
"SRI",2000-12-11,"Summer",1
"SUI",2000-12-11,"Summer",14
"SVK",2000-12-11,"Summer",6
"SWE",2000-12-11,"Summer",32
"THA",2000-12-11,"Summer",3
"TPE",2000-12-11,"Summer",5
"TTO",2000-12-11,"Summer",2
"TUR",2000-12-11,"Summer",5
"UKR",2000-12-11,"Summer",35
"URU",2000-12-11,"Summer",1
"USA",2000-12-11,"Summer",242
"UZB",2000-12-11,"Summer",4
"VIE",2000-12-11,"Summer",1
"ARG",2004-12-11,"Summer",49
"AUS",2004-12-11,"Summer",157
"AUT",2004-12-11,"Summer",8
"AZE",2004-12-11,"Summer",5
"BAH",2004-12-11,"Summer",2
"BEL",2004-12-11,"Summer",3
"BLR",2004-12-11,"Summer",15
"BRA",2004-12-11,"Summer",40
"BUL",2004-12-11,"Summer",17
"CAN",2004-12-11,"Summer",17
"CHI",2004-12-11,"Summer",4
"CHN",2004-12-11,"Summer",94
"CMR",2004-12-11,"Summer",1
"COL",2004-12-11,"Summer",2
"CRO",2004-12-11,"Summer",21
"CUB",2004-12-11,"Summer",62
"CZE",2004-12-11,"Summer",13
"DEN",2004-12-11,"Summer",29
"DOM",2004-12-11,"Summer",1
"EGY",2004-12-11,"Summer",5
"ERI",2004-12-11,"Summer",1
"ESP",2004-12-11,"Summer",30
"EST",2004-12-11,"Summer",3
"ETH",2004-12-11,"Summer",7
"FIN",2004-12-11,"Summer",2
"FRA",2004-12-11,"Summer",53
"GBR",2004-12-11,"Summer",57
"GEO",2004-12-11,"Summer",4
"GER",2004-12-11,"Summer",149
"GRE",2004-12-11,"Summer",31
"HKG",2004-12-11,"Summer",2
"HUN",2004-12-11,"Summer",40
"INA",2004-12-11,"Summer",5
"IND",2004-12-11,"Summer",1
"IRI",2004-12-11,"Summer",6
"ISR",2004-12-11,"Summer",2
"ITA",2004-12-11,"Summer",104
"JAM",2004-12-11,"Summer",13
"JPN",2004-12-11,"Summer",93
"KAZ",2004-12-11,"Summer",8
"KEN",2004-12-11,"Summer",7
"KOR",2004-12-11,"Summer",52
"LAT",2004-12-11,"Summer",4
"LTU",2004-12-11,"Summer",3
"MAR",2004-12-11,"Summer",3
"MEX",2004-12-11,"Summer",4
"MGL",2004-12-11,"Summer",1
"NED",2004-12-11,"Summer",77
"NGR",2004-12-11,"Summer",8
"NOR",2004-12-11,"Summer",7
"NZL",2004-12-11,"Summer",6
"PAR",2004-12-11,"Summer",17
"POL",2004-12-11,"Summer",12
"POR",2004-12-11,"Summer",3
"PRK",2004-12-11,"Summer",5
"ROU",2004-12-11,"Summer",39
"RSA",2004-12-11,"Summer",10
"RUS",2004-12-11,"Summer",189
"SCG",2004-12-11,"Summer",13
"SLO",2004-12-11,"Summer",5
"SUI",2004-12-11,"Summer",7
"SVK",2004-12-11,"Summer",10
"SWE",2004-12-11,"Summer",12
"SYR",2004-12-11,"Summer",1
"THA",2004-12-11,"Summer",8
"TPE",2004-12-11,"Summer",9
"TTO",2004-12-11,"Summer",1
"TUR",2004-12-11,"Summer",11
"UAE",2004-12-11,"Summer",1
"UKR",2004-12-11,"Summer",47
"USA",2004-12-11,"Summer",263
"UZB",2004-12-11,"Summer",5
"VEN",2004-12-11,"Summer",2
"ZIM",2004-12-11,"Summer",3
"AFG",2008-12-11,"Summer",1
"ALG",2008-12-11,"Summer",2
"ARG",2008-12-11,"Summer",51
"ARM",2008-12-11,"Summer",6
"AUS",2008-12-11,"Summer",149
"AUT",2008-12-11,"Summer",3
"AZE",2008-12-11,"Summer",7
"BAH",2008-12-11,"Summer",7
"BEL",2008-12-11,"Summer",5
"BLR",2008-12-11,"Summer",29
"BRA",2008-12-11,"Summer",78
"BUL",2008-12-11,"Summer",5
"CAN",2008-12-11,"Summer",35
"CHI",2008-12-11,"Summer",1
"CHN",2008-12-11,"Summer",184
"CMR",2008-12-11,"Summer",1
"COL",2008-12-11,"Summer",2
"CRO",2008-12-11,"Summer",5
"CUB",2008-12-11,"Summer",47
"CZE",2008-12-11,"Summer",7
"DEN",2008-12-11,"Summer",19
"DOM",2008-12-11,"Summer",2
"ECU",2008-12-11,"Summer",1
"EGY",2008-12-11,"Summer",1
"ESP",2008-12-11,"Summer",70
"EST",2008-12-11,"Summer",3
"ETH",2008-12-11,"Summer",7
"FIN",2008-12-11,"Summer",5
"FRA",2008-12-11,"Summer",77
"GBR",2008-12-11,"Summer",81
"GEO",2008-12-11,"Summer",6
"GER",2008-12-11,"Summer",99
"GRE",2008-12-11,"Summer",7
"HUN",2008-12-11,"Summer",27
"INA",2008-12-11,"Summer",7
"IND",2008-12-11,"Summer",3
"IRI",2008-12-11,"Summer",2
"IRL",2008-12-11,"Summer",3
"ISL",2008-12-11,"Summer",14
"ISR",2008-12-11,"Summer",1
"ITA",2008-12-11,"Summer",42
"JAM",2008-12-11,"Summer",14
"JPN",2008-12-11,"Summer",51
"KAZ",2008-12-11,"Summer",13
"KEN",2008-12-11,"Summer",15
"KGZ",2008-12-11,"Summer",2
"KOR",2008-12-11,"Summer",78
"LAT",2008-12-11,"Summer",3
"LTU",2008-12-11,"Summer",5
"MAR",2008-12-11,"Summer",2
"MAS",2008-12-11,"Summer",1
"MDA",2008-12-11,"Summer",1
"MEX",2008-12-11,"Summer",4
"MGL",2008-12-11,"Summer",4
"MRI",2008-12-11,"Summer",1
"NED",2008-12-11,"Summer",61
"NGR",2008-12-11,"Summer",23
"NOR",2008-12-11,"Summer",22
"NZL",2008-12-11,"Summer",15
"PAN",2008-12-11,"Summer",1
"POL",2008-12-11,"Summer",20
"POR",2008-12-11,"Summer",2
"PRK",2008-12-11,"Summer",6
"ROU",2008-12-11,"Summer",22
"RSA",2008-12-11,"Summer",1
"RUS",2008-12-11,"Summer",142
"SGP",2008-12-11,"Summer",3
"SLO",2008-12-11,"Summer",5
"SRB",2008-12-11,"Summer",15
"SUD",2008-12-11,"Summer",1
"SUI",2008-12-11,"Summer",11
"SVK",2008-12-11,"Summer",10
"SWE",2008-12-11,"Summer",7
"THA",2008-12-11,"Summer",4
"TJK",2008-12-11,"Summer",2
"TOG",2008-12-11,"Summer",1
"TPE",2008-12-11,"Summer",4
"TTO",2008-12-11,"Summer",6
"TUN",2008-12-11,"Summer",1
"TUR",2008-12-11,"Summer",7
"UKR",2008-12-11,"Summer",31
"USA",2008-12-11,"Summer",317
"UZB",2008-12-11,"Summer",6
"VEN",2008-12-11,"Summer",1
"VIE",2008-12-11,"Summer",1
"ZIM",2008-12-11,"Summer",4
"AFG",2012-12-11,"Summer",1
"ALG",2012-12-11,"Summer",1
"ARG",2012-12-11,"Summer",19
"ARM",2012-12-11,"Summer",3
"AUS",2012-12-11,"Summer",114
"AZE",2012-12-11,"Summer",10
"BAH",2012-12-11,"Summer",4
"BEL",2012-12-11,"Summer",3
"BLR",2012-12-11,"Summer",23
"BOT",2012-12-11,"Summer",1
"BRA",2012-12-11,"Summer",59
"BRN",2012-12-11,"Summer",1
"BUL",2012-12-11,"Summer",2
"CAN",2012-12-11,"Summer",55
"CHN",2012-12-11,"Summer",125
"COL",2012-12-11,"Summer",8
"CRO",2012-12-11,"Summer",35
"CUB",2012-12-11,"Summer",14
"CYP",2012-12-11,"Summer",1
"CZE",2012-12-11,"Summer",14
"DEN",2012-12-11,"Summer",16
"DOM",2012-12-11,"Summer",2
"EGY",2012-12-11,"Summer",2
"ESP",2012-12-11,"Summer",63
"EST",2012-12-11,"Summer",2
"ETH",2012-12-11,"Summer",7
"FIN",2012-12-11,"Summer",5
"FRA",2012-12-11,"Summer",82
"GAB",2012-12-11,"Summer",1
"GBR",2012-12-11,"Summer",126
"GEO",2012-12-11,"Summer",7
"GER",2012-12-11,"Summer",94
"GRE",2012-12-11,"Summer",3
"GRN",2012-12-11,"Summer",1
"GUA",2012-12-11,"Summer",1
"HKG",2012-12-11,"Summer",1
"HUN",2012-12-11,"Summer",26
"INA",2012-12-11,"Summer",2
"IND",2012-12-11,"Summer",6
"IRI",2012-12-11,"Summer",12
"IRL",2012-12-11,"Summer",5
"ITA",2012-12-11,"Summer",68
"JAM",2012-12-11,"Summer",25
"JPN",2012-12-11,"Summer",84
"KAZ",2012-12-11,"Summer",13
"KEN",2012-12-11,"Summer",11
"KOR",2012-12-11,"Summer",61
"KSA",2012-12-11,"Summer",4
"KUW",2012-12-11,"Summer",1
"LAT",2012-12-11,"Summer",3
"LTU",2012-12-11,"Summer",5
"MAR",2012-12-11,"Summer",1
"MAS",2012-12-11,"Summer",2
"MDA",2012-12-11,"Summer",2
"MEX",2012-12-11,"Summer",24
"MGL",2012-12-11,"Summer",5
"MNE",2012-12-11,"Summer",14
"NED",2012-12-11,"Summer",69
"NOR",2012-12-11,"Summer",17
"NZL",2012-12-11,"Summer",27
"POL",2012-12-11,"Summer",12
"POR",2012-12-11,"Summer",2
"PRK",2012-12-11,"Summer",6
"PUR",2012-12-11,"Summer",2
"QAT",2012-12-11,"Summer",2
"ROU",2012-12-11,"Summer",16
"RSA",2012-12-11,"Summer",9
"RUS",2012-12-11,"Summer",140
"SGP",2012-12-11,"Summer",4
"SLO",2012-12-11,"Summer",5
"SRB",2012-12-11,"Summer",16
"SUI",2012-12-11,"Summer",4
"SVK",2012-12-11,"Summer",5
"SWE",2012-12-11,"Summer",22
"THA",2012-12-11,"Summer",3
"TJK",2012-12-11,"Summer",1
"TPE",2012-12-11,"Summer",2
"TTO",2012-12-11,"Summer",10
"TUN",2012-12-11,"Summer",3
"TUR",2012-12-11,"Summer",5
"UGA",2012-12-11,"Summer",1
"UKR",2012-12-11,"Summer",26
"USA",2012-12-11,"Summer",248
"UZB",2012-12-11,"Summer",3
"VEN",2012-12-11,"Summer",1
"ALG",2016-12-11,"Summer",2
"ARG",2016-12-11,"Summer",22
"ARM",2016-12-11,"Summer",4
"AUS",2016-12-11,"Summer",82
"AUT",2016-12-11,"Summer",2
"AZE",2016-12-11,"Summer",18
"BAH",2016-12-11,"Summer",6
"BDI",2016-12-11,"Summer",1
"BEL",2016-12-11,"Summer",21
"BLR",2016-12-11,"Summer",12
"BRA",2016-12-11,"Summer",50
"BRN",2016-12-11,"Summer",2
"BUL",2016-12-11,"Summer",7
"CAN",2016-12-11,"Summer",69
"CHN",2016-12-11,"Summer",113
"CIV",2016-12-11,"Summer",2
"COL",2016-12-11,"Summer",8
"CRO",2016-12-11,"Summer",24
"CUB",2016-12-11,"Summer",11
"CZE",2016-12-11,"Summer",15
"DEN",2016-12-11,"Summer",41
"DOM",2016-12-11,"Summer",1
"EGY",2016-12-11,"Summer",3
"ESP",2016-12-11,"Summer",45
"EST",2016-12-11,"Summer",4
"ETH",2016-12-11,"Summer",8
"FIJ",2016-12-11,"Summer",13
"FIN",2016-12-11,"Summer",1
"FRA",2016-12-11,"Summer",96
"GBR",2016-12-11,"Summer",145
"GEO",2016-12-11,"Summer",7
"GER",2016-12-11,"Summer",159
"GRE",2016-12-11,"Summer",7
"GRN",2016-12-11,"Summer",1
"HUN",2016-12-11,"Summer",22
"INA",2016-12-11,"Summer",4
"IND",2016-12-11,"Summer",2
"IOA",2016-12-11,"Summer",2
"IRI",2016-12-11,"Summer",8
"IRL",2016-12-11,"Summer",3
"ISR",2016-12-11,"Summer",2
"ITA",2016-12-11,"Summer",72
"JAM",2016-12-11,"Summer",30
"JOR",2016-12-11,"Summer",1
"JPN",2016-12-11,"Summer",64
"KAZ",2016-12-11,"Summer",18
"KEN",2016-12-11,"Summer",13
"KOR",2016-12-11,"Summer",26
"KOS",2016-12-11,"Summer",1
"LTU",2016-12-11,"Summer",7
"MAR",2016-12-11,"Summer",1
"MAS",2016-12-11,"Summer",8
"MEX",2016-12-11,"Summer",5
"MGL",2016-12-11,"Summer",2
"NED",2016-12-11,"Summer",47
"NGR",2016-12-11,"Summer",18
"NIG",2016-12-11,"Summer",1
"NOR",2016-12-11,"Summer",19
"NZL",2016-12-11,"Summer",36
"PHI",2016-12-11,"Summer",1
"POL",2016-12-11,"Summer",16
"POR",2016-12-11,"Summer",1
"PRK",2016-12-11,"Summer",7
"PUR",2016-12-11,"Summer",1
"QAT",2016-12-11,"Summer",1
"ROU",2016-12-11,"Summer",16
"RSA",2016-12-11,"Summer",23
"RUS",2016-12-11,"Summer",115
"SGP",2016-12-11,"Summer",1
"SLO",2016-12-11,"Summer",4
"SRB",2016-12-11,"Summer",54
"SUI",2016-12-11,"Summer",11
"SVK",2016-12-11,"Summer",8
"SWE",2016-12-11,"Summer",28
"THA",2016-12-11,"Summer",6
"TJK",2016-12-11,"Summer",1
"TPE",2016-12-11,"Summer",5
"TTO",2016-12-11,"Summer",1
"TUN",2016-12-11,"Summer",3
"TUR",2016-12-11,"Summer",8
"UAE",2016-12-11,"Summer",1
"UKR",2016-12-11,"Summer",15
"USA",2016-12-11,"Summer",264
"UZB",2016-12-11,"Summer",13
"VEN",2016-12-11,"Summer",3
"VIE",2016-12-11,"Summer",2
